日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0dgclvbnh,103,1,0.9709%,¥228.59,¥228.59,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0dhxk66wk,107,1,0.9346%,¥220.00,¥220.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b07qm5kgdk,99,1,1.0101%,¥208.00,¥208.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08HJD4FBP""",-,b08hjd4fbp,699,13,1.8598%,¥187.86,"¥2,442.23",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0c6jp8ylc,83,1,1.2048%,¥208.00,¥208.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0cf8r5dd1,17,1,5.8824%,¥167.00,¥167.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0d627dkfw,17,1,5.8824%,¥208.00,¥208.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dbg2bkcz,18,1,5.5556%,¥204.59,¥204.59,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg2d45b8,42,1,2.3810%,¥167.00,¥167.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,肌荒れ 薬,6,1,16.6667%,¥154.80,¥154.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,毛穴　クリーム,EXACT,毛穴 クリーム,948,5,0.5274%,¥224.91,"¥1,124.53",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,グリセリンフリー　クリーム,EXACT,グリセリンフリー クリーム,835,1,0.1198%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビ 薬 大人,1,1,100.0000%,¥82.00,¥82.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビクリーム 大人,4,1,25.0000%,¥194.00,¥194.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ニキビ跡消し,1,1,100.0000%,¥82.00,¥82.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,PHRASE,ラロッシュポゼ ニキビ,2,1,50.0000%,¥82.00,¥82.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,肌荒れ,PHRASE,肌荒れ 薬,6,1,16.6667%,¥80.00,¥80.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,BROAD,キュレル 皮脂,1,1,100.0000%,¥125.00,¥125.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,EXACT,皮脂,2,1,50.0000%,¥206.64,¥206.64,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,脂性肌,PHRASE,ニキビ 脂性肌,3,1,33.3333%,¥186.00,¥186.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,毛穴,PHRASE,乳液 毛穴,1,1,100.0000%,¥107.00,¥107.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,毛穴,PHRASE,毛穴開き,2,1,50.0000%,¥107.00,¥107.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,毛穴,EXACT,毛穴,10,1,10.0000%,¥108.00,¥108.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,abib,5,1,20.0000%,¥177.45,¥177.45,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b007e62538,20,1,5.0000%,¥135.19,¥135.19,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b008v6pplo,8,1,12.5000%,¥86.35,¥86.35,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b00ij0lsdg,8,1,12.5000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b00zc18ftk,41,1,2.4390%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b085j7tk8h,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b088ntlkzp,2,1,50.0000%,¥211.28,¥211.28,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b09r26xnb4,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b09t2bb1tk,119,1,0.8403%,¥197.84,¥197.84,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0bg794fyw,78,2,2.5641%,¥214.66,¥429.32,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0bwx4tcy7,164,1,0.6098%,¥214.87,¥214.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0byhxvpw4,16,1,6.2500%,¥208.87,¥208.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0ckdzprzp,1,1,100.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0css3mc3j,160,2,1.2500%,¥182.23,¥364.45,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0cxsm1k2f,10,1,10.0000%,¥158.72,¥158.72,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0d3llz1m3,36,1,2.7778%,¥197.14,¥197.14,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0d59675p4,55,5,9.0909%,¥166.68,¥833.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0d8j31nvz,10,1,10.0000%,¥124.77,¥124.77,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0dbg2bkcz,39,1,2.5641%,¥193.90,¥193.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,こじわに効くクリーム,1,1,100.0000%,¥202.49,¥202.49,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,しみとりクリーム最強,28,1,3.5714%,¥202.19,¥202.19,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,アゼライン酸 美容液,3,1,33.3333%,¥207.16,¥207.16,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,デメランクリーム グリコール酸,13,1,7.6923%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ナイトクリーム,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ニキビ 保湿クリーム,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ニードル,9,1,11.1111%,¥205.76,¥205.76,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,フェイスクリーム キュレル,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,乳液 インナードライ,1,1,100.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,乾燥肌,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,顔汗止め,7,1,14.2857%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HJD4FBP""",-,b0d59675p4,630,3,0.4762%,¥138.49,¥415.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CP583MX1""",-,b07dzsmg1m,36,1,2.7778%,¥201.00,¥201.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b073gk8tbm,2,1,50.0000%,¥271.91,¥271.91,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b08qmd9zly,8,1,12.5000%,¥147.79,¥147.79,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cp5757m6,19,1,5.2632%,¥228.73,¥228.73,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d543dc95,85,3,3.5294%,¥236.14,¥708.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dsvhtvl4,8,1,12.5000%,¥186.18,¥186.18,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 グリシルグリシン,50,1,2.0000%,¥279.76,¥279.76,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸20%,40,1,2.5000%,¥178.42,¥178.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,グリシルグリシン,44,1,2.2727%,¥271.48,¥271.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ,79,1,1.2658%,¥298.83,¥298.83,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ 赤み,7,1,14.2857%,¥483.34,¥483.34,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,美肌,5,1,20.0000%,¥339.04,¥339.04,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 29, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,肌 清潔,3,1,33.3333%,¥73.39,¥73.39,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b00zc18ftk,218,3,1.3761%,¥166.99,¥500.96,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b019skzy3u,2,1,50.0000%,¥98.14,¥98.14,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b08wshqwl8,1,1,100.0000%,¥155.25,¥155.25,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b09ydccjbj,16,1,6.2500%,¥129.00,¥129.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0bj1tr37f,2,1,50.0000%,¥206.36,¥206.36,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0btpgpk7h,4,1,25.0000%,¥126.77,¥126.77,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0cdfj1vnp,6,1,16.6667%,¥128.24,¥128.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,b0d95bbfld,1,1,100.0000%,¥129.00,¥129.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,しろじゅん 乳液,4,1,25.0000%,¥150.80,¥150.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,アネッサ 顔,2,1,50.0000%,¥96.20,¥96.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,シミ取り 顔 最強,4,1,25.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,スノーホワイト,5,1,20.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ヒルドイド 乳液,2,1,50.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ヘパソフト 薬用顔ローション,3,1,33.3333%,¥100.10,¥100.10,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,メンズ しみ取りクリーム 人気最強,2,1,50.0000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,リンクルクリーム 目元,3,2,66.6667%,¥164.92,¥329.83,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,ロキソニン クリーム,3,1,33.3333%,¥154.06,¥154.06,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,毛穴収縮クリーム 1位,8,1,12.5000%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"category=""乳液・クリーム"" prime-shipping-eligible=""true""",-,硫黄 クリーム,3,1,33.3333%,¥215.00,¥215.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BCHJS1YZ""",-,b09m2xfrcf,1265,3,0.2372%,¥188.98,¥566.94,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D1V3G1MG""",-,b0d1v3g1mg,1,1,100.0000%,¥122.00,¥122.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0DCGDL4LZ""",-,b08hjd4fbp,263,1,0.3802%,¥208.48,¥208.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0DCGDL4LZ""",-,b0cvhgmjbt,1,1,100.0000%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0DCGDL4LZ""",-,b0d3llz1m3,51,1,1.9608%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 28, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,azelaic acid,4,1,25.0000%,¥263.81,¥263.81,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
