日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ跡ケア,30,1,3.3333%,¥175.88,¥175.88,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,フェイスライン ニキビ,1,1,100.0000%,¥296.14,¥296.14,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴,275,1,0.3636%,¥224.22,¥224.22,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,毛穴ケア,67,2,2.9851%,¥253.02,¥506.04,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,毛穴引き締めクリーム,26,2,7.6923%,¥216.05,¥432.09,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,脂性肌,10,1,10.0000%,¥275.63,¥275.63,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,赤み美容液,2,1,50.0000%,¥293.87,¥293.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 25, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,酒 クリーム,12,1,8.3333%,¥123.36,¥123.36,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,azelaic acid 20%,2,1,50.0000%,¥167.52,¥167.52,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,b09pb6nrqm,23,1,4.3478%,¥197.91,¥197.91,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,complements,-,b0c2crq3p9,3,1,33.3333%,¥194.03,¥194.03,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,1451,3,0.2068%,¥300.74,¥902.23,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 20,472,1,0.2119%,¥298.50,¥298.50,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム,270,1,0.3704%,¥152.67,¥152.67,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム 20%,1160,1,0.0862%,¥148.57,¥148.57,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,クリーム 肌荒れ,14,2,14.2857%,¥175.74,¥351.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,グリシルグリシン,223,1,0.4484%,¥270.81,¥270.81,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,グリセリンフリー クリーム,1496,2,0.1337%,¥195.44,¥390.88,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド,421,1,0.2375%,¥228.85,¥228.85,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,トレチノイン,624,2,0.3205%,¥170.15,¥340.30,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビケア クリーム,20,1,5.0000%,¥202.98,¥202.98,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ跡,171,1,0.5848%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴,25,1,4.0000%,¥105.96,¥105.96,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴 クリーム,957,2,0.2090%,¥127.35,¥254.69,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,毛穴ケア,99,3,3.0303%,¥221.14,¥663.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,毛穴レス,9,1,11.1111%,¥232.70,¥232.70,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,皮脂,7,1,14.2857%,¥293.28,¥293.28,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,肌荒れ クリーム,78,2,2.5641%,¥195.63,¥391.25,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,赤みクリーム,17,1,5.8824%,¥191.60,¥191.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,赤み肌,20,1,5.0000%,¥318.06,¥318.06,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 24, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,赤ら顔 治す,4,1,25.0000%,¥286.00,¥286.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,b005j2txvq,24,1,4.1667%,¥152.48,¥152.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,complements,-,b09rqvn1vl,31,1,3.2258%,¥186.00,¥186.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,complements,-,b0c9p9dw54,13,1,7.6923%,¥161.41,¥161.41,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,complements,-,b0ch2jzgp5,11,1,9.0909%,¥193.52,¥193.52,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,1314,6,0.4566%,¥205.52,"¥1,233.14",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム 20%,1589,3,0.1888%,¥243.15,¥729.45,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,グリシルグリシン,148,1,0.6757%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,グリシルグリシン 化粧水,1,1,100.0000%,¥202.98,¥202.98,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,グリセリン,403,1,0.2481%,¥260.77,¥260.77,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,グリセリンフリー クリーム,450,1,0.2222%,¥107.48,¥107.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド,501,1,0.1996%,¥140.67,¥140.67,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド クリーム,600,1,0.1667%,¥169.36,¥169.36,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,トレチノイン,685,3,0.4380%,¥244.61,¥733.84,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,トレチノイン クリーム,7,1,14.2857%,¥111.80,¥111.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ 赤み,6,1,16.6667%,¥143.49,¥143.49,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ肌,4,1,25.0000%,¥202.98,¥202.98,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,ニキビ跡,166,3,1.8072%,¥202.98,¥608.94,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,凸凹毛穴,1,1,100.0000%,¥155.53,¥155.53,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴 クリーム,1196,3,0.2508%,¥167.40,¥502.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,毛穴ケア,126,2,1.5873%,¥200.28,¥400.56,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,肌荒れ クリーム,54,1,1.8519%,¥268.58,¥268.58,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,脂性肌,39,2,5.1282%,¥237.49,¥474.97,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,loose-match,-,開き毛穴 引き締め,1,1,100.0000%,¥291.73,¥291.73,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 23, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,青いアゼライン酸,2,1,50.0000%,¥321.40,¥321.40,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,az クリーム,9,1,11.1111%,¥191.60,¥191.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b001dcef9q,105,1,0.9524%,¥165.15,¥165.15,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b007m5xsz0,20,1,5.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b01lmmzy6o,2,1,50.0000%,¥145.60,¥145.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b07krf5tg8,196,3,1.5306%,¥199.00,¥597.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b07qm5kgdk,146,3,2.0548%,¥135.12,¥405.36,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09m2xfrcf,1372,1,0.0729%,¥136.50,¥136.50,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09pnn91vs,206,5,2.4272%,¥167.75,¥838.73,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b21dp6nq,17,2,11.7647%,¥153.85,¥307.69,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b2qv7s8c,57,3,5.2632%,¥163.35,¥490.04,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b5lmdg1q,10,1,10.0000%,¥152.24,¥152.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bgwxy5jm,77,3,3.8961%,¥189.00,¥567.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bw5lj9xq,26,2,7.6923%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c6jp8ylc,48,1,2.0833%,¥197.46,¥197.46,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cg8cpdjq,7,1,14.2857%,¥37.70,¥37.70,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0ckdzprzp,7,1,14.2857%,¥129.62,¥129.62,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cncwy5lp,15,1,6.6667%,¥165.10,¥165.10,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cqj2s7v5,114,1,0.8772%,¥178.10,¥178.10,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d1vhhf7h,362,2,0.5525%,¥190.50,¥381.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d3tk3hs3,35,1,2.8571%,¥152.35,¥152.35,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d543dc95,201,4,1.9900%,¥198.98,¥795.93,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d7z8xz18,2,1,50.0000%,¥192.94,¥192.94,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d8j31nvz,126,2,1.5873%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d99ln3s4,7,1,14.2857%,¥140.44,¥140.44,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dzsxjnsk,202,1,0.4950%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,428,1,0.2336%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム 20%,306,1,0.3268%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,エザニッククリーム,3,1,33.3333%,¥155.60,¥155.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド,313,1,0.3195%,¥133.65,¥133.65,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド クリーム,394,2,0.5076%,¥187.72,¥375.43,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,ブライトデイズ アゼライン酸,1,1,100.0000%,¥165.79,¥165.79,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,レチノイド,4,1,25.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛穴 たるみ,7,1,14.2857%,¥192.40,¥192.40,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,美肌,7,1,14.2857%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,赤ら顔 化粧水,14,1,7.1429%,¥143.51,¥143.51,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 22, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,青いアゼライン酸,1,1,100.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b00bp3k64g,56,1,1.7857%,¥107.32,¥107.32,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b075275ffl,254,2,0.7874%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b07hbblm9m,4,2,50.0000%,¥138.43,¥276.85,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,b07k6hm9kn,240,1,0.4167%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b07krf5tg8,242,2,0.8264%,¥192.45,¥384.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,complements,-,b07x74zxgf,3,1,33.3333%,¥186.00,¥186.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0827jf28d,34,1,2.9412%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0855nx95d,27,1,3.7037%,¥190.21,¥190.21,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09m2xfrcf,1946,3,0.1542%,¥180.50,¥541.51,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09pnn91vs,179,2,1.1173%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b4vp8w6g,18,2,11.1111%,¥196.95,¥393.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bblln4hy,50,1,2.0000%,¥163.80,¥163.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bgwrt67r,19,1,5.2632%,¥175.81,¥175.81,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
